what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425228518700
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1425228520330
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1425228524367
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.targetEditor",1425228526076
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228532882
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228535911
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228537187
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228537201
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228538227
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228538253
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228539700
opened,view,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.DependenciesView",1425228584083
activated,view,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.DependenciesView",1425228584112
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228712884
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228776426
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228780384
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228781872
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228782184
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228782291
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228782323
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228789663
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228789745
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228789762
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228793685
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228793701
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228803274
started,bundle,org.eclipse.help.ui,3.4.0.v20090528,"org.eclipse.help.ui",1425228803748
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20090520-1800,"org.eclipse.equinox.http.jetty",1425228803775
started,bundle,org.eclipse.equinox.http.servlet,1.0.200.v20090520-1800,"org.eclipse.equinox.http.servlet",1425228803793
started,bundle,org.eclipse.equinox.http.registry,1.0.200.v20090520-1800,"org.eclipse.equinox.http.registry",1425228803883
started,bundle,org.eclipse.mylyn.java.tasks,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.tasks",1425228804095
opened,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1425228804428
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1425228804532
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1425228808453
closed,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.ClassFileEditor",1425228808454
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228829843
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228836498
activated,editor,org.eclipse.pde.ui,3.5.1.v201001121200,"org.eclipse.pde.ui.manifestEditor",1425228836562
activated,view,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.PackageExplorer",1425228836577
started,bundle,org.eclipse.wst.xml.ui,1.1.2.v201001222130,"org.eclipse.wst.xml.ui",1425228842752
started,bundle,org.eclipse.wst.sse.ui,1.1.102.v200910200227,"org.eclipse.wst.sse.ui",1425228842763
started,bundle,org.eclipse.wst.common.uriresolver,1.1.301.v200805140415,"org.eclipse.wst.common.uriresolver",1425228842867
